,country,artist,title,lyrics
53,Paraguay,J Balvin,LA CANCIÓN,"51 ContributorsTranslationsEnglishDeutschLA CANCIÓN Lyrics

Yeh, yeh, yeh

Pensaba que te había olvida'o, eh
Pero pusieron la canción, eh, eh, eh
Que cantamo’ bien borracho'
Que bailamo' bien borracho’
Nos besamo' bien borracho' los dos
Pensaba que te había olvida'o, eh
Pero pusieron la canción, eh, eh, eh
Que cantamo' bien borracho'
Que bailamo' bien borracho'
Nos besamo’ bien borracho’ los dos
Pensaba que te había olvida'o

Justo cuando creía
Que por comerme a do’ o diez, te olvidaría' (Yeh)
Cogí un respiro y me salí de la vía
Y como un pendejo, no sabía lo que hacía
Nunca lo superé, nunca te superé (No; no)
Hasta me aprendí to'a la' balada’ en inglé' (Yeh)
Respiré y conté hasta tres (Uno, dos, tres)
Ere' la fantasía oscura de Kanye West, bebé, ey
Hace tiempo lo barato me salió caro (Yih)
Yo sólo twitteo, bala' loca' disparo (Yih)
¿Cómo olvidar la bellaquera en el carro?
¿A que guió solo?
You might also like
Pensaba que te había' olvida'o (Pero no), yeh
Pero pusieron la canción, yeh, yeh
Que cantamos bien borrachos
Que bailamo' bien borrachos
Nos besamo' bien borracho' lo' dos
Pensaba que te había' olvida'o, eh
Pero pusieron la canción, yeh, yeh
Que cantamo' bien borracho'
Que bailamo' bien borracho'
Nos besamo' bien borracho' los dos, ey, ey

Y hace tiempo que no venía' a mi cabeza
Pero ya van par de cerveza'
Y me acordé de cómo tú me besa'
De to' lo' polvo' encima 'e la mesa
Y en el carro, la playa, y el motel
En casa de tu pai', cuando yo te iba a ver
Las vece' que tu mai' no' llegó a coger
Tú brincando mojaíta', sudando Chanel
Yo sé que lo nuestro e' cosa de ayer
Y me pone contento que te va bien con él
Yo ni te extrañaba ni te quería ver
Pero pusieron la canción que te gustaba poner
Y me acordé de ti, cuando me hiciste feliz
Se acabó, pues, me fui, ey
Yo mismo me río de mí porque—
Pensaba que te había' olvida'o, eh
Pero pusieron la canción, yeh, yeh
Que cantamos bien borrachos
Que bailamo' bien borrachos
Nos besamo' bien borracho' lo' do'


Y yo pensaba que tu nombre estaba muerto, eh
Pero te soñé despierto, ey
Hoy salí pa' la calle suelto
Sin sentimiento', el corazón desierto
Y yo pensaba que tu nombre estaba muerto
Pero te soñé despierto
Hoy salí pa' la calle suelto
Sin sentimiento', el corazón desierto11Embed"
54,Peru,Danny Ocean,Me Rehúso,"39 ContributorsMe Rehúso Lyrics

Ba-Ba-Babylon girl, Ba-Ba-Babylon girl
Para todos aquellos amores que, que fueron obligados a ser separados
Ba-Ba-Babylon girl, Ba-Ba-Babylon girl
Esta canción es para ti

Dime cómo le explico a mi destino que ya no estás ahí
Dime cómo haré para desprenderme de este frenesí
Esta locura que siento por ti
Con esta química que haces en mí
Y ya no puedo, girl, ya no puedo, girl

Nena discúlpame si te ilusioné yo no lo quise hacer
Sé que en el amor cuando es real ese vuelve, vuelve (Vuelve, vuelve)
Pero cómo olvidar tu piel y cómo olvidarte mujer
Ya no puedo, girl, ya no puedo, girl

Baby, no (Baby, no)
Me rehúso a darte un último beso así que guárdalo (Guárdalo)
Para que la próxima vez te lo dé haciéndolo (Haciéndolo)
Haciéndotelo así, así, así
Así como te gusta, baby
See Danny Ocean LiveGet tickets as low as $47You might also like
Sin mirar atrás, sin buscar a nadie más
Sólo quiero estar contigo, wouh
Si no te tengo aquí conmigo yo no quiero ser tu amigo
Porque tú eres mi camino, wouh
Y yo sólo quiero estar junto a ti
Nena, por favor entiéndelo
Sólo dame tu mano y confía en mí
Si te pierdes sólo sigue mi voz
Y dale tiempo (Tiempo), mami, al tiempo (Tiempo)
Que tú, que yo, estamos hechos para estar los dos
Y dale tiempo (Tiempo), baby, al tiempo (Tiempo)
Que tú y yo, que tú y yo
Estamos hechos para estar los dos

Baby, no (Baby, no)
Me rehúso a darte un último beso así que guárdalo (Guárdalo)
Para que la próxima vez te lo dé haciéndolo (Haciéndolo)
Haciéndotelo así, así, así
Así como te gusta, baby
Baby, no
Me rehúso a darte un último beso así que guárdalo (Guárdalo)
Para que la próxima vez te lo dé haciéndolo
Haciéndotelo así, así, así
Así como te gusta, baby
Así, así, así como te gusta, baby

Baby no
Baby, no (Baby, no)
Me rehúso a darte un último beso así que guárdalo (Guárdalo)
Para que la próxima vez te lo dé haciéndolo
Haciéndotelo así, así, así
Así como te gusta baby
Y baby, no (Baby, no)
Me rehúso a darte un último beso así que guárdalo (Guárdalo)
Para que la próxima vez te lo dé haciéndolo
Haciéndotelo así, así
Así como te gusta baby21Embed"
55,Philippines,Ben&Ben,Kathang Isip,"29 ContributorsTranslationsEnglishKathang Isip Lyrics
'Di ba nga ito ang iyong gusto?
Oh, ito'y lilisan na ako
Mga alaala'y ibabaon
Kalakip ang tamis ng kahapon
Mga gabing 'di namamalayang oras ay lumilipad
Mga sandaling lumalayag kung sa'n man tayo mapadpad
Bawat kilig na nadarama sa tuwing hawak ang 'yong kamay
Ito'y maling akala, isang malaking sablay

Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo
(Lalayo sa)

Gaano kabilis nagsimula
Gano'n katulin nawala
Maaari ba tayong bumalik sa umpisa?
Upang 'di na umasa ang pusong nag-iisa?

Pasensya ka na (Pasensya ka na)
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na (Ako'y gigising na)
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo
(Lalayo sa)
You might also like
Sumabay sa agos na isinulat ng tadhana
Na minsan siya'y para sa iyo, pero minsan siya'y paasa
Tatakbo papalayo, kakalimutan ang lahat
Ooh-ooh, ooh-ooh, ooh-ooh-ooh

Pero kahit saan man lumingon
Nasusulyapan ang kahapon
At sa aking bawat paghinga
Ikaw ang nasa isip ko, sinta

Kaya't pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Mula sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo
(Lalayo sa)

'Di ba nga ito ang iyong gusto?
Oh, ito'y lilisan na ako18Embed"
56,Poland,White 2115,California,"35 ContributorsCalifornia Lyrics
I weź tą pracę odstaw
Zapalmy papieroska
Niech butelka nie ma końca
Ze mną będzie zachód słońca
I... California

Kocham to jak się dłużą dni
I jest cholernie sucho w pył
I wszyscy ze mną muszą pić
To jak dziewczyny, budzą by
Ruszyć gdzieś nad wodę, hej
Jechać samochodem
Pierdol nawigację bracie
Przecież świetnie znam już drogę
Ej, hejejejejej, energoli pełen karton, ja przez miasto 160
Hejejejejej, chuj w mandaty, ich nie płacę, zdjęcie przyślą mi za miesiąc
Z radia ""Guns N' Roses""
W szyberdachu czuje wiatr
Jadę po Californie, bo dziś będzie ""American Pie""
Chcę dziś dobrze płynąć jakbym płynął drogim statkiem
Chuj w te rzeczy materialne
Bo to pamięć jest na zawsze, wiesz

I weź tą pracę odstaw
Zapalmy papieroska
Niech butelka nie ma końca
Ze mną będzie zachód słońca
I... California
Hej, hej, hej, hej
I... California
Hej, hej, hej, hej
I... California
Hej, hej, hej, hej
You might also like
Szamę na wynos biorę
Mówią ""latynos"", chore
Mi tylko wino polej
Lepiej niech nie widzą co jest
Ja miękkie wyro wolę
Jim Beam, nie Ciroc, Moët
I chuj z tą ździrą ziomek
Zaraz ci sprowadzę nowe
Kasa się wydaje
I nawet mi nie szkoda
Tracę zdrowie, no bo palę
I nawet mi nie szkoda, ej
Przepiłem zegarek
I nawet mi nie szkoda, wiesz
Przepiłem co miałem
I zgadnij kurwa co

I weź tą pracę odstaw
Zapalmy papieroska
Niech butelka nie ma końca
Ze mną będzie zachód słońca
I... California
Hej, hej, hej, hej
I... California
Hej, hej, hej, hej
I... California
Hej, hej, hej, hej
Na wodzie widzę słońce, jeszcze pięć minut stary
No bo jeszcze nie dorosłem
Chcę pić piwo na plaży, ej
Na wodzie widzę słońce, jeszcze pięć minut stary
No bo jeszcze nie dorosłem
Chcę pić piwo na plaży
Niech to się nigdy nie kończy jak ""American Pie""
Niech to się nigdy nie kończy jak ""American Pie""
Niech to się nigdy nie kończy jak ""American Pie""
Niech to się nigdy nie kończy jak ""American Pie""9Embed"
57,Portugal,Wet Bed Gang,Devia Ir,"20 ContributorsDevia Ir Lyrics

(Tás aonde?)
Eu sei que o teu damo anda todo inseguro porque sabe que tu és mais minha do que dele
Eu sei que tu sonhas comigo, mas as tuas amigas me pintam como um pesadelo
Isso é porque elas não querem que a gente volte
Caga nas tuas amigas
Fica à minha espera na porta
(Mas chegas a que horas?)

Às 4 da manhã, ayy
Eu nem devia ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go""
Às 4 da manhã
Eu nem devia ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go"", yeah, yeah, yeah

Hã, às 4, a head só ouve a tua voice
Flashbacks meus e teus na bed após atuações
Sei que basta uma chamada e sou a tua choice, haha
Dick e vagina, assim se atua a dois
Dava p'a evitar situações dessas, mas juízo não entra nestes corações
Tornei-me a luz p'os caminhos p'os quais às escuras foste
Não é difícil fazer com que uma miúda goste
Agora gosto, após agosto ainda te fodo
O esposo aposta que fora há outro, já não o fodes, mas
O que importa é que às 4 o iPhone toca
Hora do coito, playboy e coelha na toca
Quando ela diz come, eu como
Madrugada abana a cama all night long
Modo voo, eu não vou tar mais online hoje
Eu vou te pôr on fire
You might also like
E eu sei que o teu damo anda todo inseguro
Porque sabe que tu és mais minha do que dele
Eu sei que tu sonhas comigo
Mas as tuas amigas me pintam como um pesadelo
Isso é porque elas não querem que a gente volte
Caga nas tuas amigas
Fica à minha espera na porta
Espera, que eu vou ter contigo

Às 4 da manhã, ayy
Não era suposto ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go""
Às 4 da manhã
Não era suposto ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go""

Mas se p'ra ti tá fixe assim
""Ride slow, ride slow, baby""
Depois diz-me ""Vai só, vai só, baby""
Depois diz-me ""Mais som, mais som""
Mas se p'ra ti tá fixe assim, yeah
Diz-me ""Ride slow"", depois ""Vai só""
Depois ""Vem só, mais forte"", oh God, yeah, yeah
E 'tás presente desde as bulas, não da fuga aos sugas
Uma mistura meio maluca, txutxuka budjurra
E quando eu chego a casa acaba-se a mania
E quando eu ponho a ""Melanina"", sambas, txuka-txutxuka-txutxuka
Yeah, eu sou um puto, sou bruto, eu machuco, yeah, já sei
Mas também sei que sou o maior motivo da discussão
Com esse boy que tens all day

Zara G, nigga
Não quero discutir contigo
Eu ontem tava em casa, devem ter-me confundido
Eu sei que é difícil fazer-te acreditar em mim
Eu posso te avisar se eu precisar de te trair
Sempre que 'tás chateada sou eu que te faço rir
A mim ninguém me pode dizer onde eu posso ir
Caga no teu namorado, são 4 da madrugada
Chama um táxi p'a minha casa, chega e tira as tuas calças
Tuas amigas são falsas
Tu sabes, só que disfarças
E cada vez que tu bazas
Elas mandam-me mensagem
Mas eu nem sequer respondo
Também nem sequer te conto
Tenho o cérebro cheio de fumo
'Tou em lojas sem desconto
Quem tem muito cash, compra
Amanhã se não voltares
Provavelmente eu vou 'tar
No estúdio com os meus rapazes
Até às 4 da manhã, haha, yeah
A fazer novas músicas p'o teu damo partilhar
Mas eu sei que o teu damo anda todo inseguro
Porque sabe que tu és mais minha do que dele
E sei que tu sonhas comigo
Mas as tuas amigas me pintam como um pesadelo
Isso é porque elas
Não querem que a gente volte
Caga nas tuas amigas
Fica à minha espera na porta
Espera, que eu vou ter contigo

Às 4 da manhã
Eu nem devia ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go""
Às 4 da manhã
Eu nem devia ir, mas a cabeça só diz ""Go, go, go""
Cabeça só diz ""Go, go, go""

Mas se p'ra ti tá fixe assim
""Ride slow, ride slow, baby""
Depois diz-me ""Vai só, vai só, baby""
Depois diz-me ""Mais som, mais som""
Mas se p'ra ti tá fixe assim, yeah
Diz-me ""Ride slow"", depois ""Vai só""
Depois ""Vem só, mais forte"", oh God, yeah, yeah
Em casa ou no bote
Eu quero que te mexas da mesma forma
Nem que eu tenha que te pagar um shot
Só não quero que venhas falar de love
Em casa ou no bote
Eu quero que te mexas da mesma forma
Nem que eu tenha que te pagar um shot
Só não quero que venhas falar de love
Tou cá em baixo2Embed"
58,Romania,Tzanca Uraganu,Havana,"2 ContributorsHavana LyricsHavana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Ѕuntеm реrfесtі, еu о іubеѕс, еа mа аdоrа
Іubіrеа nоаѕtrа рrіndе trеі ѕutе lа оrа
Nоі nе іubіm fаrа сеnturі dе ѕіgurаntа
Lеgаtі lа осhі ѕа nu vеdеm rаul dіn fаtа
Ѕunа-mа, vоі fі mеrеu lаngа tіnе
Сhеаmа-mа, оrісаnd аі nеvоіе dе mіnе
Dаса аm ѕа tе ріеrd, о ѕа ріеrd tоt
Еѕtі сеl mаі bun mеdісаmеnt
Ѕі сеl mаі tаrе drоg
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, Sudаmеrісаnа
Аdrеnаlіnа рurа, рurа, nu tоrturа
Іubіrеа nоаѕtrа n-аrе nісіо zgаrіеturа
Rеlаtіі tохісе, nоі nu ѕtіm се ѕunt аlеа
Dаnѕаm, саntаm, іubіm, nе trесе ѕuраrаrеа
You might also likeЅunа-mа, vоі fі mеrеu lаngа tіnе
Сhеаmа-mа, оrісаnd аі nеvоіе dе mіnе
Dаса аm ѕа tе ріеrd, о ѕа ріеrd tоt
Еѕtі сеl mаі bun mеdісаmеnt
Ѕі сеl mаі tаrе drоg
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, ѕud-Sudаmеrісаnа
Nа nа nа nа nа nа
Dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Саnd tе vаd dіn ѕраtе, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, dіrесt Cоlumbіаnа
Havana, Havana, Sudаmеrісаnа
Havana, Havana, ѕud-SudаmеrісаnаEmbed"
59,Russia,kizaru,Dezhavyu,"2 ContributorsSuperior LyricsGiajjenno
Holtan vagy élve az öreg iskola
Mindig ugyan az a nóta ti jöttök de hova?
Itt az oroszlán szív a fajtám az büszke
A patkányok tükre a szemekbe tüske
Én figyelem a célt nem veszítelek szem elől
És addig megyek ameddig nem leszek legelől
Te nem tapostad ki az utat nekem spanom
Ha nincs tisztelet a neveteket le se szarom
A 26-os körzetet viszem mint a kanyon
A státuszom gettó platina fenn a falon
Nincsen több feat a létrákat mászd végig egyedül mint én
A pokolból hazafelé kiderül az ég
Hogy ki volt itt a csicska meg ki volt itt a tökös
A rap superior mindig csillagos 5-ös
Hogy ellenem gyere tudod teljesen fölös
Amiket te beszélsz az fullosan ködös
Refrén (Giajjenno)
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
You might also likeHiro
Neked promó kell, de megmondtam hogy nem vagyok promóter
Én megemelem a tétet a pókeren miko' kifizet téged a brókerem
A te szemüveged olyan mint a Potteren
Kijöttek a csekkek
A bankkal chatelek
Mr Jack Black
GTA jet pack
Jackson Janett
Lekönyvel titeket az Affleck
Én bedobtam a pénzem a kaszinóba
Itt a Diesel a kezemen a falióra
A tegnapom olyan mint a ma
Hogy jók legyetek régen mondta a mama
Mindig elő jön a de-dezsavű, a bőröm alatt
A tinta, a tű az AK a régi a classicot hozom
Annyit értek mint szarnak a pofon
Refrén (Giajjenno)
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
Refrén (Giajjenno) /eltorzítva/
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
Refrén (Giajjenno)
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superior
AK az égbe, itt a rap superior
A self made platina, a rap superior
Gettó milliomos, rap superior
Színpad, taps, hip-hop, superiorEmbed"
60,Saudi,Arabia Tom Odell,Another Love,"1 ContributorTranslationsEnglishУкраїнськаDeutschPortuguêsFrançaisЎзбекTürkçeTom Odell - Another Love (الترجمة العربية) Lyrics
أريد أن آخذك إلى مكان ما لكي تعلمي بأنني أهتم
لكن الجو بارد جدًا ولا أعرف أين
أحضرت لك أزهار النرجس عليها شريط جميل
لكنها لن تزدهر كما فعلت في الربيع الماضي
وأريد أن أقبلك، وأجعلك تشعرين بارتياح
أنا فقط مرهق جدًا لأتشارك الليالي خاصتي

أريد أن أبكي وأريد أن أُحب
لكن كل دموعي قد أستنفذت

على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
أستنفذت

أوه أوه أوه أوه أوه أوه
أوه أوه أوه أوه أوه أوه

وإذا آذاك شخص ما، أريد عراكه
ولكن تم كسر يدي عدة مرات
لذا سأستخدم صوتي، سأكون وقحًا جدًا
الكلمات، دائماً تفوز، لكني أعلم أنني سأخسر
وسأغني أغنية ستكون ملكًا لنا فقط
لكنني غنيتها كلها لقلب آخر
You might also like
وأريد البكاء، أريد أن أتعلم الحب
لكن كل دموعي قد استُنفدت

على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
أستنفذت

أوه أوه أوه أوه أوه أوه
أوه-أوه-أوه-أوه-أوه-أوه (أوه، أحتاج إلى الحب، الآن، قلبي يفكر به)

أريد أن أغني أغنية ستكون ملكًا لنا فقط
لكنني غنيتها كلها لقلب آخر
وأريد البكاء، أريد أن أقع في الحب
لكن كل دموعي قد أستنفذت

على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
على حب آخر، حب آخر
لقد أستنفذت كل دموعي
أستنفذتEmbed"
61,Singapore,James Arthur,Say You Won't Let Go,"150 ContributorsTranslationsΕλληνικάTürkçePortuguêsDeutschالعربيةBahasa IndonesiaSay You Won’t Let Go Lyrics
I met you in the dark, you lit me up
You made me feel as though I was enough
We danced the night away, we drank too much
I held your hair back when you were throwin' up

Then, you smiled over your shoulder
For a minute, I was stone-cold sober
I pulled you closer to my chest
And you asked me to stay over
I said, ""I already told ya
I think that you should get some rest""

I knew I loved you then, but you'd never know
'Cause I played it cool when I was scared of letting go
I knew I needed you, but I never showed
But I wanna stay with you until we're grey and old

Just say you won't let go
Just say you won't let go

I'll wake you up with some breakfast in bed
I'll bring you coffee with a kiss on your head
And I'll take the kids to school, wave them goodbye
And I'll thank my lucky stars for that night
See James Arthur LiveGet tickets as low as $43You might also like
When you looked over your shoulder
For a minute, I forget that I'm older
I wanna dance with you right now, woah
And you look as beautiful as ever
And I swear that every day, you'll get better
You make me feel this way somehow

I'm so in love with you and I hope you know
Darlin', your love is more than worth its weight in gold
We've come so far, my dear, look how we've grown
And I wanna stay with you until we're grey and old

Just say you won't let go
Just say you won't let go

I wanna live with you even when we're ghosts
'Cause you were always there for me when I needed you most

I'm gonna love you till my lungs give out
I promise till death we part, like in our vows
So, I wrote this song for you, now everybody knows
That it's just you and me till we're grey and old
Just say you won't let go
Just say you won't let go
Just say you won't let go
Oh, just say you won't let go153Embed"
62,Slovakia,Calin,Hannah Montana,"7 ContributorsHannah Montana Lyrics

Venku v zimě, já jezdím městama
Gas za schodama, já a baby mama
Air Forcy na nohách, blokem Formula 1
Mám životy dva, Hannah Montana
Co nosí moje Prada? Sto jedna hříchů, možná víc
Tmou jede Qashqai, jedem pro krysu ke dvěřím
Vzhůru do rána, chica americana
Není čas na beef, duše temná jako vrána, ayy

Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry a
Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry a

Oi, oi, oi, California Love
V Sonu se mnou psychopati, bude válka, bude boj, yeah
Oi, oi, oi, říkaj mi Pretty Boy
Daytona ve vitríně žene vlky jako stroj, yeah
Hranice, koridor, díky tady za domov
Kdo nadává na Čechy, tak neví, kde se děje co
Na zadním sedadle jsem každý víkend, dej mi to
Píšu příběhy, co dělám, další město, další noc, yeah
You might also like
Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry a
Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry a

Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry a
Sjíždím kolama, řekni mi, kolik to bude stát
Ať baby mama kolem krku brilianty má
Kde je hlava má, stejně, když se braly karty a
Nechci nic než bratry, nechci nic než bratry aEmbed"
63,South Africa,Tyler ICU,Mnike,"4 ContributorsTranslationsEnglishMnike Lyrics
Yasizwa le'sgubhu sina mandla
Sazo killa
Bafun'ubumnandi no mdantso
Thina soba nika
Nika, nika, nika, nika
Yasizwa le 'sgubhu sina mandla
Sazo killa
Bafun'ubumnandi no mdantso
Thina soba nika
Nika, nika, nika, nika

Hey mahn aziwe
Mahn aziwe keh
Ziwe keh
Aziwe ziwe keh
Ziwe keh
Hey mahn aziwe
Mahn aziwe keh
Ziwe keh
Aziwe ziwe keh
Ziwe keh

Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haikе haike
Haike haike haikе haike haike
Haike haike haike haike haike
Haike haike haike haike haike
You might also like
(Weh Tyler mahn)
Yasizwa le'sgubhu sina mandla
Sazo killa (Haike haike haike haike haike)
Bafun'ubumnandi no mdantso
Thina soba nika (Haike haike haike haike haike)
Nika, nika, nika, nika (Haike haike haike haike haike)
Yasizwa le'sgubhu sina mandla
Sazo killa
Bafun'ubumnandi no madantso
Thina soba nika
Nika, nika, nika, nika

Yam mnika ngimnike ngimnike (Weh Tyler mahn)
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike

Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
Haike haike haike haike haike
(Weh Tyler mahn)
Yasizwa le'sgubhu sina mandla
Sazo killa (Haike haike haike haike haike)
Bafun'ubumnandi no mdantso
Thina soba nika (Haike haike haike haike haike)
Nika, nika, nika, nika (Haike haike haike haike haike)
Yasizwa le 'sgubhu sina mandla
Sazo killa (Haike haike haike haike haike)
Bafun'ubumnandi no mdantso
Thina soba nika (Haike haike haike haike haike)
Nika, nika, nika, nika

Yam mnika ngimnike ngimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnike
Ndimnike ndimnike ndimnikeEmbed"
64,South Korea,Jimin,Like Crazy,"27 ContributorsTranslationsRomanizationEnglishEspañolDeutschРусскийPortuguêsالعربيةFrançaisLike Crazy Lyrics

(I think we could last forever
I'm afraid that everything will disappear
Just trust me)

She's saying
Baby, 생각하지 마
There's not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만

Watch me go
날 적셔 밤새도록 (Away)
아침도
취해서 오지 않게

시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah, I know
You know, I know (Ooh)
You might also like
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
Oh, it's gon' be a good night (Oh, I'm fallin')
Forever, you and I

Mmm-hmm
Yeah, hey
Mmm-hmm
Ooh-woah
Mmm-hmm
Mmm-hmm
(Forever, you and I)

거울 속에 비친 나
하염없이 미쳐가
I'm feelin' so alive, wasting time
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever, you and I

This will break me
This is gonna break me (Break me)
No, don't you wake me (Wake me)
I wanna stay in this dream, don't save me
Don't you try to save me (Save me)
I need a way we (Way we)
I need a way we can dream on (On, on, on)
(Alone again
What's the point?)3Embed"
